0,1,2,16,20,21,22,24,27,28,29,30
24612,24448,31994,25753,16828,32259,32410,3482,0,0,0,0
24888,24726,32245,25753,16828,32259,32410,3482,0,0,0,0
912,507,10449,15,5,444,32477,8828,2,0,0,0
13247,12966,21662,15664,22294,534,32479,20914,3,0,0,0
14688,14420,22972,23,12,534,37,10063,4,0,0,0
31637,31213,8849,32482,2,281,32445,4954,5,0,0,0
31639,31214,8850,32482,2,281,32445,4954,5,0,0,0
24456,24289,31852,2,225,533,25,0,7,0,0,0
23047,22865,30571,7,6,32432,35,2489,8,0,0,0
6105,1657,1148,231,214,534,37,347,9,0,0,0
3509,31521,912,231,215,534,37,349,10,0,0,0
5621,1169,1104,233,216,534,37,349,11,0,0,0
5654,1202,1107,236,218,534,37,352,12,0,0,0
9825,9509,18551,221,208,534,37,339,13,0,0,0
9826,9510,18552,221,208,534,37,339,13,0,0,0
23440,23263,30929,221,208,534,37,339,13,0,0,0
5632,1180,1105,236,219,534,37,348,16,0,0,0
9852,9537,18576,219,200,534,37,337,17,0,0,0
5643,1191,1106,219,207,534,37,342,17,0,0,0
4866,4501,14043,9317,18347,534,37,26146,19,0,0,0
19137,18917,27017,15446,20794,534,37,602,20,0,0,0
4832,4467,14012,20,4743,138,32452,4,21,0,0,0
14784,10411,1937,2337,23151,534,37,22815,22,0,0,0
22384,22195,29969,2337,23151,534,37,22815,22,0,0,0
14795,10422,1938,2388,23146,534,37,23076,22,0,0,0
22386,22196,29970,2388,23146,534,37,23076,22,0,0,0
23532,23356,31012,18145,15314,534,37,12087,22,0,0,0
30421,29981,7716,8969,23306,534,37,26240,22,0,0,0
30423,29984,7718,8974,23211,534,37,26242,22,0,0,0
30420,29980,7715,9035,23224,534,37,26250,22,0,0,0
23039,22858,30564,9035,23224,534,37,26250,22,0,0,0
30422,29983,7717,9102,23233,534,37,26264,22,0,0,0
23228,23049,30736,17,15981,514,36,14,22,0,0,0
4626,4258,13825,278,18,32343,32430,23,22,0,0,0
4380,4010,13601,3530,18,32336,29,23,22,0,0,0
24094,23924,31523,3530,18,32336,29,23,22,0,0,0
4257,32275,980,23,18,534,37,23,22,0,0,0
11885,11592,20424,29,25,534,37,31,22,0,0,0
18008,17776,25990,30,26,534,37,32,22,0,0,0
19267,19048,27135,31,27,534,37,33,22,0,0,0
15919,15666,24091,38,31,534,37,35,22,0,0,0
4361,3990,13584,33,30,534,37,36,22,0,0,0
24587,24423,31971,200,266,31957,37,38,22,0,0,0
20523,20317,28277,72,63,534,37,39,22,0,0,0
20524,20318,28278,72,63,534,37,39,22,0,0,0
30613,30175,7891,76,67,534,37,41,22,0,0,0
30614,30176,7892,76,67,534,37,41,22,0,0,0
1858,1463,11309,76,67,534,37,41,22,0,0,0
1860,1464,11310,76,67,534,37,41,22,0,0,0
1861,1465,11311,76,67,534,37,41,22,0,0,0
28115,27653,5620,75,66,534,37,46,22,0,0,0
18103,17873,26077,32,36,534,37,47,22,0,0,0
8328,7998,17190,61,52,534,37,48,22,0,0,0
3487,31499,910,36,32,534,37,49,22,0,0,0
25287,22089,2988,36,32,534,37,49,22,0,0,0
27237,26766,4822,39,34,534,37,51,22,0,0,0
31269,30841,8514,34,28,534,37,52,22,0,0,0
22678,22494,30236,34,28,534,37,52,22,0,0,0
21165,20963,28860,40,35,534,37,54,22,0,0,0
14839,10467,1942,3883,5791,534,37,55,22,0,0,0
21237,21037,28926,259,384,534,37,56,22,0,0,0
21242,21041,28930,260,388,534,37,57,22,0,0,0
2584,2195,11969,1674,118,534,37,58,22,0,0,0
1470,1070,10956,1689,112,534,37,59,22,0,0,0
7068,6726,16045,1689,117,534,37,59,22,0,0,0
7113,6772,16086,1682,119,534,37,59,22,0,0,0
9344,9025,18114,1682,119,534,37,59,22,0,0,0
2588,2198,11972,1627,125,534,37,59,22,0,0,0
7067,6725,16044,1724,122,534,37,64,22,0,0,0
7069,6727,16046,1689,122,534,37,65,22,0,0,0
7554,7217,16487,1631,124,534,37,65,22,0,0,0
7555,7218,16488,1637,127,534,37,65,22,0,0,0
8532,8204,17376,1676,115,534,37,68,22,0,0,0
2587,2197,11971,1671,116,534,37,69,22,0,0,0
2586,2196,11970,1719,119,534,37,69,22,0,0,0
7066,6723,16043,1699,125,534,37,69,22,0,0,0
13610,13334,21992,1745,135,534,37,72,22,0,0,0
19059,18837,26946,1736,136,534,37,72,22,0,0,0
20046,19834,27843,1736,136,534,37,72,22,0,0,0
22091,21899,29702,1716,130,534,37,75,22,0,0,0
21090,20888,28792,1745,138,534,37,76,22,0,0,0
17832,17597,25830,41,37,534,37,77,22,0,0,0
26840,26365,4461,375,390,534,37,78,22,0,0,0
11949,11655,20482,286,409,534,37,79,22,0,0,0
12709,12424,21173,387,521,534,37,80,22,0,0,0
27280,26809,4861,297,419,534,37,83,22,0,0,0
27585,27118,5138,297,419,534,37,83,22,0,0,0
30687,30250,7958,297,419,534,37,83,22,0,0,0
30688,30251,7959,297,419,534,37,83,22,0,0,0
31538,31113,8759,297,419,534,37,83,22,0,0,0
31733,31310,8936,297,419,534,37,83,22,0,0,0
31738,31314,8940,297,419,534,37,83,22,0,0,0
31744,31321,8946,297,419,534,37,83,22,0,0,0
3690,3312,12974,297,419,534,37,83,22,0,0,0
22680,22496,30238,297,419,534,37,83,22,0,0,0
29585,29136,6956,377,511,534,37,83,22,0,0,0
5214,757,1067,297,419,534,37,94,22,0,0,0
5225,768,1068,297,419,534,37,94,22,0,0,0
16929,12579,2132,297,419,534,37,94,22,0,0,0
6110,5757,15174,297,419,534,37,94,22,0,0,0
6192,5840,15249,297,419,534,37,94,22,0,0,0
6194,5842,15250,297,419,534,37,94,22,0,0,0
21293,21095,28977,297,419,534,37,94,22,0,0,0
21294,21096,28978,297,419,534,37,94,22,0,0,0
21295,21097,28979,297,419,534,37,94,22,0,0,0
21297,21098,28980,297,419,534,37,94,22,0,0,0
23322,23143,30821,297,419,534,37,94,22,0,0,0
24856,24694,32216,318,441,534,37,105,22,0,0,0
24963,24802,32313,319,443,534,37,106,22,0,0,0
24734,24571,32105,320,444,534,37,107,22,0,0,0
32315,31898,9465,7080,10159,534,37,108,22,0,0,0
20813,20608,28540,7391,10599,534,37,109,22,0,0,0
2294,1903,11705,362,494,534,37,110,22,0,0,0
4746,4379,13934,416,650,32448,37,111,22,0,0,0
22587,22402,30153,2147,3303,534,37,112,22,0,0,0
27527,27058,5085,9214,13138,534,37,113,22,0,0,0
551,142,10120,59,55,534,37,114,22,0,0,0
10707,10401,19353,2313,2212,534,37,115,22,0,0,0
3915,3540,13179,2299,2191,534,37,116,22,0,0,0
7445,7107,16388,2299,2191,534,37,116,22,0,0,0
13760,13486,22129,2309,2205,534,37,118,22,0,0,0
7433,7094,16377,2282,2162,534,37,119,22,0,0,0
7431,7092,16375,2303,2195,534,37,120,22,0,0,0
3913,3538,13177,2291,2175,534,37,121,22,0,0,0
13782,13508,22149,2276,2159,534,37,122,22,0,0,0
7448,7109,16390,2298,2190,534,37,122,22,0,0,0
1165,762,10679,14242,16220,534,37,122,22,0,0,0
13780,13506,22147,2306,2200,534,37,125,22,0,0,0
26599,26122,4242,60,57,534,37,126,22,0,0,0
7939,7605,16837,5287,7623,534,37,127,22,0,0,0
21780,17480,2573,715,273,534,37,128,22,0,0,0
10535,10228,19197,684,274,534,37,129,22,0,0,0
10536,10229,19198,684,274,534,37,129,22,0,0,0
